frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.ttl,tcp.len,tcp.hdr_len,udp.length
20.226499000,192.168.1.4,92.60.78.238,49972,47516,,,128,76,20,
20.231000000,92.60.78.238,192.168.1.4,47516,49964,,,53,119,20,
20.231000000,92.60.78.238,192.168.1.4,47516,50528,,,53,0,20,
20.232003000,192.168.1.4,92.60.78.238,50484,47516,,,128,69,20,
20.232003000,192.168.1.4,92.60.78.238,50484,47516,,,128,73,20,
20.232003000,192.168.1.4,92.60.78.238,49980,47516,,,128,69,20,
20.246434000,192.168.1.4,92.60.78.238,49976,47516,,,128,0,20,
20.246739000,92.60.78.238,192.168.1.4,47516,49976,,,53,210,20,
20.246918000,92.60.78.238,192.168.1.4,47516,49976,,,53,65,20,
20.246918000,192.168.1.4,92.60.78.238,49976,47516,,,128,0,20,
20.256810000,92.60.78.238,192.168.1.4,,,47516,50061,53,,,548
20.256811000,92.60.78.238,192.168.1.4,,,47516,50061,53,,,87
20.256888000,92.60.78.238,192.168.1.4,,,47516,50061,53,,,87
20.257121000,92.60.78.238,192.168.1.4,,,47516,50061,53,,,112
20.257574000,192.168.1.4,92.60.78.238,,,50061,47516,128,,,106
20.257574000,192.168.1.4,92.60.78.238,,,50061,47516,128,,,110
20.257643000,192.168.1.4,92.60.78.238,49976,47516,,,128,69,20,
20.262081000,192.168.1.4,92.60.78.238,49962,47516,,,128,0,20,
20.263784000,92.60.78.238,192.168.1.4,47516,49962,,,53,82,20,
20.273798000,92.60.78.238,192.168.1.4,47516,51070,,,53,513,20,
20.274599000,192.168.1.4,92.60.78.238,51070,47516,,,128,0,20,
20.277571000,192.168.1.4,92.60.78.238,49964,47516,,,128,0,20,
20.277571000,92.60.78.238,192.168.1.4,47516,49972,,,53,0,20,
20.280096000,92.60.78.238,192.168.1.4,47516,49962,,,53,744,20,
20.280096000,192.168.1.4,92.60.78.238,49962,47516,,,128,0,20,
